company_code,company_name,board,field_name,proxy_plausible,strict_label,reason,evidence_sentence,page,source_url,audit_mode
000006,深振业A,szse_main,rnd_investment,False,not_found_unverified,status=not_found (unverified by automation),研发投入 □适用 ☑不适用,17,http://static.cninfo.com.cn/finalpage/2025-04-26/1223309112.PDF,automated
000006,深振业A,szse_main,mda,True,usable,substantive in-region snippet (len=318),管理层讨论与分析 一、报告期内公司所处行业情况 2024 年，我国经济运行总体平稳、稳中有进，国内生产总值达 134.91 万亿元，同比增长5.0%。2024 年中央经济工作会议强调“要持续用力推动房地产市场止跌回稳”，房地产政策支持力度不断加大，市场 经历了从深度调整到逐步企稳的过程。年内，全国新建商品房销售面积9.7 亿平方米、比上年下降12.9%， 其中住宅销售面积8.1 亿平方米、比上年…,9,http://static.cninfo.com.cn/finalpage/2025-04-26/1223309112.PDF,automated
000007,全新好,szse_main,main_business_segments,True,usable,substantive in-region snippet (len=315),报告期内公司从事的主要业务 报告期内，公司主要业务由物业租赁及管理、汽车销售及服务、杀菌卫生产品及日常用品贸易组成。 （一）物业租赁及管理 物业租赁及管理是公司老牌业务，其主要经营活动区域为深圳华强北，该块业务虽体量较小，但多年来发展相对稳 定。华强北是国内知名的综合电子专业市场，聚集国内大量电子产品交易商，拥有深圳最繁华的金融商业区，周边配套 设施完备，使得公司在物业管理（含停车场）和租赁方面…,13,http://static.cninfo.com.cn/finalpage/2025-04-25/1223275670.PDF,automated
000007,全新好,szse_main,revenue_by_segment,True,usable,6 data rows with numerics,"分行业 房地产行业 43,809,882.42 14.26% 46,225,524.09 21.36% -5.23% 汽车销售与服务 行业 248,363,824.35 80.83% 151,744,899.81 70.13% 63.67% 药品销售 9,054.16 0.00% 批发和零售行业 14,026,447.08 4.56% 17,458,544.66 8.07% -19.66% 其他…",15,http://static.cninfo.com.cn/finalpage/2025-04-25/1223275670.PDF,automated
000007,全新好,szse_main,revenue_by_region,True,usable,2 data rows with numerics,"分地区 境内 293,369,335.23 95.47% 199,006,616.09 91.97% 47.42% 境外 13,906,676.61 4.53% 17,381,353.39 8.03% -19.99% 分销售模式 （2） 占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用 □不适用 单位：元 营业收入 营业成本 毛利率 营业收入比上 年同期增减 营业成本…",15,http://static.cninfo.com.cn/finalpage/2025-04-25/1223275670.PDF,automated
000007,全新好,szse_main,top_customers,True,usable,top-N keyword in evidence with ratio/amount,前五名客户合计销售金额（元）,17,http://static.cninfo.com.cn/finalpage/2025-04-25/1223275670.PDF,automated
000007,全新好,szse_main,top_suppliers,True,usable,top-N keyword in evidence with ratio/amount,前五名供应商合计采购金额（元）,17,http://static.cninfo.com.cn/finalpage/2025-04-25/1223275670.PDF,automated
000007,全新好,szse_main,rnd_investment,False,not_found_unverified,status=not_found (unverified by automation),"研发投入 □适用 不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 402,786,879.20 308,131,355.83 30.72% 经营活动现金流出小计 202,868,833.63 117,523,703.01 72.62% 经营活动产生的现金流量净 额 199,918,045.57 190,607,652.82 4.88% 投资活动现…",18,http://static.cninfo.com.cn/finalpage/2025-04-25/1223275670.PDF,automated
000007,全新好,szse_main,mda,True,usable,substantive in-region snippet (len=315),管理层讨论与分析 一、报告期内公司所处行业情况 （一）物业管理及房屋租赁行业 深圳市物业管理及房屋租赁行业近年来发展迅速，市场规模持续扩大。物业管理方面，行业集中度逐步提升，头部企 业通过数字化、智能化升级提高服务效率，增值服务（如社区电商、家政等）成为新增长点。房屋租赁方面，在政策支 持下，长租公寓市场发展较快，但竞争激烈；城中村改造（如“统租”模式）推动租赁房源升级，同时租金波动受到关 注。…,13,http://static.cninfo.com.cn/finalpage/2025-04-25/1223275670.PDF,automated
000010,*ST美丽,szse_main,main_business_segments,True,usable,substantive in-region snippet (len=315),报告期内公司从事的主要业务 公司需遵守《深圳证券交易所上市公司自律监管指引第3 号——行业信息披露》中土木工程建筑业的披露要求 （一）报告期内公司主要业务模式 报告期内，公司以市政基础设施建设、建筑施工、公路工程为核心业务，以工程总承包、施工总承 包、专业工程分包、物贸等为主要经营模式，主要业务及经营模式未发生重大变化。 （二）驱动模式 面对严峻挑战，公司积极采取措施，进一步优化治理结构，结合内…,11,http://static.cninfo.com.cn/finalpage/2025-04-29/1223368921.PDF,automated
000010,*ST美丽,szse_main,revenue_by_segment,True,usable,5 data rows with numerics,"分行业 工程项目 591,227,236.31 502,096,902.31 15.08% 101.37% 90.71% 4.75% 工程材料销售收入 233,649,865.25 219,213,652.00 6.18% 327,803.17% 329,978.31% -0.62% 分产品 工程项目 591,227,236.31 502,096,902.31 15.08% 101.37% 90…",14,http://static.cninfo.com.cn/finalpage/2025-04-29/1223368921.PDF,automated
000010,*ST美丽,szse_main,revenue_by_region,True,usable,5 data rows with numerics,"分地区 华南 283,054,897.74 253,213,870.87 10.54% 4,451.23% 3,350.53% 28.54% 西北 345,679,147.96 291,701,145.29 15.62% 1,302.71% 1,307.01% -0.26% 西南 91,052,987.66 73,008,352.43 19.82% -12.10% -17.81% 5.58% 分…",14,http://static.cninfo.com.cn/finalpage/2025-04-29/1223368921.PDF,automated
000010,*ST美丽,szse_main,top_customers,True,usable,top-N keyword in evidence with ratio/amount,前五名客户合计销售金额（元）,16,http://static.cninfo.com.cn/finalpage/2025-04-29/1223368921.PDF,automated
000010,*ST美丽,szse_main,top_suppliers,True,usable,top-N keyword in evidence with ratio/amount,前五名供应商合计采购金额（元）,17,http://static.cninfo.com.cn/finalpage/2025-04-29/1223368921.PDF,automated
000010,*ST美丽,szse_main,rnd_investment,False,not_found_unverified,status=not_found (unverified by automation),"研发投入 □适用 不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 789,056,144.11 281,899,179.72 179.91% 经营活动现金流出小计 720,114,172.75 452,010,002.62 59.31% 经营活动产生的现金流量净额 68,941,971.36 -170,110,822.90 140.53% 投资活…",17,http://static.cninfo.com.cn/finalpage/2025-04-29/1223368921.PDF,automated
000010,*ST美丽,szse_main,mda,True,usable,substantive in-region snippet (len=315),管理层讨论与分析 一、报告期内公司所处行业情况 公司需遵守《深圳证券交易所上市公司自律监管指引第3 号——行业信息披露》中土木工程建筑业的披露要求 （一）宏观经济形势及行业情况 2024 年，我国经济在外部环境复杂严峻、有效需求不足与结构性矛盾交织的背景下，坚持“稳中 求进、以进促稳、先立后破”的总基调，经济运行整体呈现回升向好态势。根据中央经济工作会议精神， 国家通过逆周期调节政策强化基建投资…,10,http://static.cninfo.com.cn/finalpage/2025-04-29/1223368921.PDF,automated
000014,沙河股份,szse_main,main_business_segments,True,usable,substantive in-region snippet (len=160),"报告期内公司从事的主要业务 公司需遵守《深圳证券交易所上市公司自律监管指引第3 号——行业信息披露》中房地产业的披露要求 （一）主要业务情况 沙河实业股份有限公司是一家由深业沙河（集团）有限公司控股的国内A 股市场的上市公司，总股本为 242,046,224 股，主要从事房地产开发与经营、现代服务型产业用房运营与管理。",9,http://static.cninfo.com.cn/finalpage/2025-03-29/1222943281.PDF,automated
000014,沙河股份,szse_main,revenue_by_segment,True,usable,6 data rows with numerics,"分行业 房地产销售 346,086,878.05 96.70% 1,377,709,637.78 99.17% -74.88% 物业租赁 10,805,035.54 3.02% 10,109,139.91 0.73% 6.88% 物业管理 1,015,530.94 0.28% 1,394,088.87 0.10% -27.15% 分地区 湖南长沙 292,481,239.46 81.72% 71…",14,http://static.cninfo.com.cn/finalpage/2025-03-29/1222943281.PDF,automated
000014,沙河股份,szse_main,revenue_by_region,True,usable,3 data rows with numerics,"分地区 湖南长沙 292,481,239.46 81.72% 712,207,897.02 51.27% -58.93% 广东深圳 36,984,128.18 10.33% 653,487,374.05 47.04% -94.34% 河南新乡 28,442,076.89 7.95% 23,517,595.49 1.69% 20.94% （2） 占公司营业收入或营业利润10%以上的行业、产品、地区…",14,http://static.cninfo.com.cn/finalpage/2025-03-29/1222943281.PDF,automated
000014,沙河股份,szse_main,top_customers,True,usable,top-N keyword in evidence with ratio/amount,前五名客户合计销售金额（元）,15,http://static.cninfo.com.cn/finalpage/2025-03-29/1222943281.PDF,automated
000014,沙河股份,szse_main,top_suppliers,True,usable,top-N keyword in evidence with ratio/amount,前五名供应商合计采购金额（元）,16,http://static.cninfo.com.cn/finalpage/2025-03-29/1222943281.PDF,automated
000014,沙河股份,szse_main,rnd_investment,False,not_found_unverified,status=not_found (unverified by automation),研发投入 □适用 不适用,16,http://static.cninfo.com.cn/finalpage/2025-03-29/1222943281.PDF,automated
000014,沙河股份,szse_main,mda,True,usable,substantive in-region snippet (len=315),"管理层讨论与分析 一、报告期内公司所处行业情况 公司需遵守《深圳证券交易所上市公司自律监管指引第3 号——行业信息披露》中房地产业的披露要求 （一）宏观经济形势及行业政策环境变化情况 2024 年，我国经济运行总体平稳、稳中有进，全年国内生产总值（GDP）1,349,084 亿元，按不变价格计算，比上年 增长5.0%。 2024 年是房地产市场的“政策大年”，中央和地方政府出台了一系列政策。5…",9,http://static.cninfo.com.cn/finalpage/2025-03-29/1222943281.PDF,automated
000023,*ST深天,szse_main,main_business_segments,True,usable,substantive in-region snippet (len=320),报告期内公司从事的主要业务 公司是一家以商品混凝土为主业、房地产为支柱产业的上市公司，主要产业包括商品 混凝土的生产和销售、房地产的开发及物业管理等。公司混凝土业务集中在深圳市和株洲 市；房地产开发主要在深圳市、西安市和连云港市；物业管理主要在深圳市。 （一）混凝土业情况 公司主要产品为预拌混凝土，生产预拌混凝土的主要原材料和能源是水泥、矿粉、沙 子、石子、外加剂和电力等。公司是全国最早以商品混…,14,http://static.cninfo.com.cn/finalpage/2024-04-30/1219917422.PDF,automated
000023,*ST深天,szse_main,revenue_by_segment,True,usable,6 data rows with numerics,"分行业 工业 162,317,449.36 165,090,666.57 -1.71% -51.49% -55.94% 10.27% 分产品 商品混凝土 162,317,449.36 165,090,666.57 -1.71% -51.49% -55.94% 10.27% 分地区 深圳地区 122,184,984.45 127,979,435.61 -4.74% -51.48% -55.34%…",17,http://static.cninfo.com.cn/finalpage/2024-04-30/1219917422.PDF,automated
000023,*ST深天,szse_main,revenue_by_region,True,usable,5 data rows with numerics,"分地区 深圳地区 122,184,984.45 127,979,435.61 -4.74% -51.48% -55.34% 9.05% 湖南地区 41,936,276.81 41,470,536.15 1.11% -56.23% -58.45% 5.30% 陕西地区 8,705,088.05 4,395,175.00 49.51% -13.91% -4.24% -5.10% 分销售模式 直销 1…",17,http://static.cninfo.com.cn/finalpage/2024-04-30/1219917422.PDF,automated
000023,*ST深天,szse_main,top_customers,True,usable,top-N keyword in evidence with ratio/amount,前五名客户合计销售金额（元）,19,http://static.cninfo.com.cn/finalpage/2024-04-30/1219917422.PDF,automated
000023,*ST深天,szse_main,top_suppliers,True,usable,top-N keyword in evidence with ratio/amount,前五名供应商合计采购金额（元）,19,http://static.cninfo.com.cn/finalpage/2024-04-30/1219917422.PDF,automated
000023,*ST深天,szse_main,rnd_investment,False,not_found_unverified,status=not_found (unverified by automation),"研发投入 □适用不适用 5、现金流 单位：元 项目 2023 年 2022 年 同比增减 经营活动现金流入小计 218,398,410.21 772,017,014.29 -71.71% 经营活动现金流出小计 232,754,364.93 882,188,744.13 -73.62% 经营活动产生的现金流量净 额 -14,355,954.72 -110,171,729.84 86.97% 投资…",20,http://static.cninfo.com.cn/finalpage/2024-04-30/1219917422.PDF,automated
000023,*ST深天,szse_main,mda,True,usable,substantive in-region snippet (len=320),管理层讨论与分析 一、报告期内公司所处行业情况 公司需遵守《深圳证券交易所上市公司自律监管指引第3 号——行业信息披露》中非金属建材相关业的披露要求 （一）报告期内公司所处行业情况 2023 年混凝土行业运行艰难程度增加，持续增加的资金压力和市场需求下滑后日益严 峻的市场竞争使得混凝土企业面临极大的挑战。2023 年公司混凝土行业营业收入同比下降。 混凝土企业运营艰难主要归因于下游市场需求收缩、…,11,http://static.cninfo.com.cn/finalpage/2024-04-30/1219917422.PDF,automated
000029,深深房A,szse_main,main_business_segments,True,usable,substantive in-region snippet (len=298),报告期内公司从事的主要业务 公司需遵守《深圳证券交易所上市公司自律监管指引第3 号——行业信息披露》中房地产业的披露要求 公司专注于住宅地产开发，在售项目主要分布在深圳、惠州和汕头三地，分别为深圳地区的翠林苑 和光明里，惠州临深的林馨苑，汕头地区的天悦湾；在建项目为林馨苑。 新增土地储备项目 宗地或项 目名称 所在位置 土地规划 用途 土地面积 （㎡） 计容建筑 面积（㎡） 土地取得 方式 权益…,10,http://static.cninfo.com.cn/finalpage/2025-03-22/1222870093.PDF,automated
000029,深深房A,szse_main,revenue_by_segment,True,usable,5 data rows with numerics,"分行业 房地产 162,523,053.49 127,086,267.87 21.80% 37.06% 58.39% -32.59% 工程施工 160,327,744.72 154,348,805.43 3.73% -50.55% -51.32% 68.78% 租赁及其他 80,526,412.15 46,310,276.88 42.49% -4.78% 3.26% -9.54% 分产品 住宅…",14,http://static.cninfo.com.cn/finalpage/2025-03-22/1222870093.PDF,automated
000029,深深房A,szse_main,revenue_by_region,True,usable,4 data rows with numerics,"分地区 广东省 406,326,508.54 331,635,385.19 18.38% -23.36% -27.17% 30.17% 分销售模式 公司主营业务数据统计口径在报告期发生调整的情况下，公司最近1 年按报告期末口径调整后的主营业务数据 □适用 不适用 （3） 公司实物销售收入是否大于劳务收入 是 □否 行业分类 项目 单位 2024 年 2023 年 同比增减 房地产开发 销售量…",13,http://static.cninfo.com.cn/finalpage/2025-03-22/1222870093.PDF,automated
000029,深深房A,szse_main,top_customers,True,usable,top-N keyword in evidence with ratio/amount,前五名客户合计销售金额（元）,15,http://static.cninfo.com.cn/finalpage/2025-03-22/1222870093.PDF,automated
000029,深深房A,szse_main,top_suppliers,True,usable,top-N keyword in evidence with ratio/amount,前五名供应商合计采购金额（元）,15,http://static.cninfo.com.cn/finalpage/2025-03-22/1222870093.PDF,automated
000029,深深房A,szse_main,rnd_investment,False,not_found_unverified,status=not_found (unverified by automation),"研发投入 □适用 不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 485,135,222.14 1,950,984,549.76 -75.13% 经营活动现金流出小计 612,539,171.93 905,947,301.57 -32.39% 经营活动产生的现金流量净额 -127,403,949.79 1,045,037,248.19 -112.…",16,http://static.cninfo.com.cn/finalpage/2025-03-22/1222870093.PDF,automated
000029,深深房A,szse_main,mda,True,usable,substantive in-region snippet (len=315),管理层讨论与分析 一、报告期内公司所处行业情况 公司需遵守《深圳证券交易所上市公司自律监管指引第3 号——行业信息披露》中房地产业的披露要求 报告期，外部环境变化带来的不利影响持续加深，面对多重困难挑战，国家加力实施存量政策，适 时优化宏观调控，积极有效应对。2024 年，我国经济运行总体平稳、稳中有进，全年经济社会发展主 要目标任务顺利完成，高质量发展扎实推进，新质生产力稳步发展。行业方面，全…,10,http://static.cninfo.com.cn/finalpage/2025-03-22/1222870093.PDF,automated
000036,华联控股,szse_main,main_business_segments,True,usable,substantive in-region snippet (len=290),"主要 业务 投资 方式 投资 金额 持股 比例 资金 来源 合作 方 投资 期限 产品 类型 截至 资产 负债 表日 的进 展情 况 预计 收益 本期 投资 盈亏 是否 涉诉 披露 日期 （如 有） 披露 索引 （如 有） 中保 清源 汇海 产业 基金 投资 与资 产管 理 新设 480, 000, 000. 00 99.5 9% 自有 资金 邹昕 昕、 深圳 市前 海中 保产 业私 募股 权投…",25,http://static.cninfo.com.cn/finalpage/2025-04-29/1223363605.PDF,automated
000036,华联控股,szse_main,revenue_by_segment,True,usable,5 data rows with numerics,"分行业 分产品 房产销售 1,142,857.14 0.27% 106,301,589.52 18.81% -98.92% 房地产出租 286,472,614.08 67.36% 274,739,346.39 48.61% 4.27% 酒店收入 136,913,535.09 32.19% 160,144,909.53 28.33% -14.51% 其他业务收入 776,855.22 0.18%…",19,http://static.cninfo.com.cn/finalpage/2025-04-29/1223363605.PDF,automated
000036,华联控股,szse_main,revenue_by_region,True,usable,2 data rows with numerics,"分地区 华东地区 250,678,204.96 58.94% 303,737,467.66 53.74% -17.47% 华南地区 174,627,656.57 41.06% 261,465,962.49 46.26% -33.21% 分销售模式 （2） 占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用 □不适用 单位：元 营业收入 营业成本 毛利率 营业收入比上 年…",19,http://static.cninfo.com.cn/finalpage/2025-04-29/1223363605.PDF,automated
000036,华联控股,szse_main,top_customers,True,usable,top-N keyword in evidence with ratio/amount,前五名客户合计销售金额（元）,21,http://static.cninfo.com.cn/finalpage/2025-04-29/1223363605.PDF,automated
000036,华联控股,szse_main,top_suppliers,True,usable,top-N keyword in evidence with ratio/amount,前五名供应商合计采购金额（元）,22,http://static.cninfo.com.cn/finalpage/2025-04-29/1223363605.PDF,automated
000036,华联控股,szse_main,rnd_investment,False,not_found_unverified,status=not_found (unverified by automation),"研发投入 □适用 不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 595,789,804.23 746,862,448.45 -20.23% 经营活动现金流出小计 915,342,043.89 1,684,981,760.78 -45.68% 经营活动产生的现金流量净 额 -319,552,239.66 -938,119,312.33 65.94…",22,http://static.cninfo.com.cn/finalpage/2025-04-29/1223363605.PDF,automated
000036,华联控股,szse_main,mda,True,usable,substantive in-region snippet (len=315),管理层讨论与分析 （一）公司面临的市场环境分析 我国房地产市场在经历了三年的深度调整后，年销售规模已从峰值时期的18 万亿元收缩至目前不足10 万亿元。 尽管市场继续下行的空间有限，但短期内，房地产行业仍面临众多风险与潜在隐患，市场竞争格局也发生了新的变化， 预计2025 年市场有望止跌回稳。在房地产市场竞争日趋激烈的背景下，公司面临以下困难和风险： 1.土地储备与项目开发瓶颈。公司土地储备和开…,17,http://static.cninfo.com.cn/finalpage/2025-04-29/1223363605.PDF,automated
000062,深圳华强,szse_main,main_business_segments,True,usable,substantive in-region snippet (len=186),报告期内公司从事的主要业务 （一）公司主要业务概述 公司的主要业务是面向电子信息产业链的现代高端服务业，为产业链上的各环节提供销售、采购、产品、技术、信息、 仓储、物流和数智赋能等综合服务，促进电子元器件高效流通和电子产业高质量发展。公司围绕电子信息产业，深耕三十 多年，不断创新服务模式，拓展服务内容，升级服务品质，在电子信息产业高端服务业领域已经确立了全面立体的竞争优,13,http://static.cninfo.com.cn/finalpage/2025-03-14/1222788222.PDF,automated
000062,深圳华强,szse_main,revenue_by_segment,True,usable,5 data rows with numerics,"分行业 电子元器件交易分部 21,135,390,105.52 19,763,547,458.58 6.49% 6.51% 7.59% -0.93% 电子元器件交易服务分部 561,654,075.60 164,645,835.28 70.69% -3.83% 2.05% -1.69% 分产品 电子元器件交易分部 21,135,390,105.52 19,763,547,458.58 6.49%…",24,http://static.cninfo.com.cn/finalpage/2025-03-14/1222788222.PDF,automated
000062,深圳华强,szse_main,revenue_by_region,True,usable,3 data rows with numerics,"分地区 境内 10,049,609,299.07 8,923,001,444.98 11.21% 19.91% 23.87% -2.83% 境外 11,904,114,758.34 11,180,473,599.07 6.08% -2.53% -2.09% -0.42% 分销售模式 自销 21,953,724,057.41 20,103,475,044.05 8.43% 6.60% 7.95%…",24,http://static.cninfo.com.cn/finalpage/2025-03-14/1222788222.PDF,automated
000062,深圳华强,szse_main,top_customers,True,usable,top-N keyword in evidence with ratio/amount,前五名客户合计销售金额（元）,26,http://static.cninfo.com.cn/finalpage/2025-03-14/1222788222.PDF,automated
000062,深圳华强,szse_main,top_suppliers,True,usable,top-N keyword in evidence with ratio/amount,前五名供应商合计采购金额（元）,27,http://static.cninfo.com.cn/finalpage/2025-03-14/1222788222.PDF,automated
000062,深圳华强,szse_main,rnd_investment,True,usable,total R&D label '研发投入金额' amount>=100000,研发投入金额（元）,29,http://static.cninfo.com.cn/finalpage/2025-03-14/1222788222.PDF,automated
000062,深圳华强,szse_main,mda,True,usable,substantive in-region snippet (len=315),管理层讨论与分析 一、报告期内公司所处行业情况 （一）公司所处的行业及公司的行业地位 公司自成立以来一直深耕电子元器件产业，遵循产业发展客观规律，持续推进累进式创新发展，打造了中国本土最大 的综合性电子元器件交易及服务平台，在电子元器件交易领域和电子元器件交易服务领域均已确立本土龙头地位。 在电子元器件交易领域，公司持续整合国内电子元器件授权分销行业，与上下游众多知名厂商建立了长期合作关系， 既…,12,http://static.cninfo.com.cn/finalpage/2025-03-14/1222788222.PDF,automated
000063,中兴通讯,szse_main,main_business_segments,True,partial,substantive but out-of-region (len=257),"主营业务 117,128,278 71,814,914 120,588,521 69,949,593 其他业务 4,170,474 3,496,152 3,662,357 2,753,009 合计 121,298,752 75,311,066 124,250,878 72,702,602 （1） 营业收入列示如下： 2024年 2023年 来自客户合同的收入 121,187,877 124,13…",192,http://static.cninfo.com.cn/finalpage/2025-03-01/1222675749.PDF,automated
000063,中兴通讯,szse_main,revenue_by_segment,False,not_found_unverified,status=not_found (unverified by automation),,,http://static.cninfo.com.cn/finalpage/2025-03-01/1222675749.PDF,automated
000063,中兴通讯,szse_main,revenue_by_region,False,partial,status=partial,按地区划分,26,http://static.cninfo.com.cn/finalpage/2025-03-01/1222675749.PDF,automated
000063,中兴通讯,szse_main,top_customers,True,usable,top-N keyword in evidence with ratio/amount,前五名客户、前五名供应商与公司均不存在关联关系，公司董事、监事或其紧密联,30,http://static.cninfo.com.cn/finalpage/2025-03-01/1222675749.PDF,automated
000063,中兴通讯,szse_main,top_suppliers,True,usable,top-N keyword in evidence with ratio/amount,前五名供应商与公司均不存在关联关系，公司董事、监事或其紧密联,30,http://static.cninfo.com.cn/finalpage/2025-03-01/1222675749.PDF,automated
000063,中兴通讯,szse_main,rnd_investment,True,partial,total label but amount<100000,"研发投入金额 25,508.9 26,783.3 (4.76%) 其中：费用化的金额 24,031.5 25,289.2 (4.97%) 资本化的金额 1,477.4 1,494.1 (1.12%) 研发投入占营业收入比例 21.03% 21.56% 下降0.53 个百分点 资本化研发投入占研发投入的比例 5.79% 5.58% 上升0.21 个百分点 （2）研发人员情况 项目 2024 年 2…",31,http://static.cninfo.com.cn/finalpage/2025-03-01/1222675749.PDF,automated
000063,中兴通讯,szse_main,mda,False,not_found_unverified,status=not_found (unverified by automation),,,http://static.cninfo.com.cn/finalpage/2025-03-01/1222675749.PDF,automated
000069,华侨城A,szse_main,main_business_segments,True,usable,substantive in-region snippet (len=320),报告期内公司从事的主要业务 （一）旅游业务 公司以主题公园、自然人文景区“两核”作为旅游业务发展的战略重点和引领力量；将旅游科技、旅游酒店、特色 商业“三维”作为重要支撑，培育打造细分领域专精企业，增进内部协同、增强集群优势，与“两核”相互融合发展； 通过打造一批大而强或小而美的标杆项目，作为“两核三维”业务体系的落地载体，形成全国“多点”布局，成为公司 旅游业务发展的增长引擎。主要产品形态包括…,12,http://static.cninfo.com.cn/finalpage/2025-03-29/1222949848.PDF,automated
